customer_id,transaction_date,amount,product_category,payment_method,is_anomaly
user_170,2023-09-17 18:50:00,9900.87,Вклад,карта,0
user_176,2023-06-18 15:08:00,2719.18,Дебетовая карта,карта,0
user_1238,2023-04-25 12:17:00,1176.67,Дебетовая карта,Apple Pay,0
user_471,2023-07-01 17:53:00,3346.59,Ипотека,Apple Pay,0
user_743,2023-09-22 14:42:00,1282.74,Дебетовая карта,карта,0
user_98,2023-10-07 14:01:00,738.45,Дебетовая карта,криптовалюта,0
user_882,2023-09-04 09:36:00,1690.12,Кредит,карта,0
user_333,2024-03-02 18:50:00,1166.91,Дебетовая карта,карта,0
user_856,2023-07-30 14:31:00,7729.81,Кредит,банковский перевод,0
user_1176,2023-04-02 20:02:00,1255.46,Инвестиции,карта,0
user_1922,2024-03-26 20:56:00,1295.04,Инвестиции,криптовалюта,0
user_579,2023-01-03 20:14:00,1437.56,Дебетовая карта,Google Pay,0
user_643,2023-04-29 17:23:00,2910.16,Кредит,Google Pay,0
user_1603,2024-03-02 14:07:00,2604.06,Кредит,карта,0
user_1906,2023-04-19 18:34:00,5927.97,Страхование,карта,0
user_810,2023-05-31 11:40:00,3517.25,Инвестиции,карта,0
user_692,2023-05-02 10:33:00,28898.91,Дебетовая карта,карта,0
user_1428,2024-01-29 12:42:00,6853.96,Инвестиции,Google Pay,0
user_1504,2023-07-23 20:36:00,677.83,Кредит,карта,0
user_1417,2023-08-17 11:53:00,889.96,Вклад,карта,0
user_1280,2023-01-21 15:15:00,867.7,Кредит,карта,0
user_272,2023-08-22 20:05:00,5125.04,Вклад,карта,0
user_525,2023-01-24 18:41:00,4642.68,Вклад,карта,0
user_114,2023-07-07 11:36:00,4014.59,Вклад,Google Pay,1
user_780,2023-04-27 16:24:00,9748.81,Страхование,карта,0
user_1684,2023-12-19 16:34:00,827.09,Кредит,карта,0
user_448,2023-02-14 16:41:00,531.51,Кредит,Google Pay,0
user_1402,2023-08-25 16:36:00,32879.21,Вклад,Apple Pay,0
user_842,2023-04-17 14:07:00,1108.27,Вклад,криптовалюта,0
user_350,2023-12-20 10:48:00,2976.3,Ипотека,Google Pay,0
user_447,2023-10-17 15:30:00,3261.08,Страхование,карта,0
user_1360,2023-03-08 16:22:00,540.71,Дебетовая карта,карта,0
user_1582,2023-12-23 19:55:00,4318.39,Дебетовая карта,криптовалюта,0
user_659,2024-02-22 18:16:00,3713.42,Вклад,Apple Pay,0
user_1836,2023-05-05 20:57:00,1199.85,Кредит,криптовалюта,0
user_114,2023-05-06 16:55:00,6551.41,Дебетовая карта,карта,0
user_1150,2024-01-21 20:21:00,4355.95,Кредит,банковский перевод,0
user_458,2023-08-18 16:57:00,1297.27,Кредит,банковский перевод,0
user_1784,2024-03-23 15:51:00,668.79,Инвестиции,карта,0
user_1512,2023-06-22 16:48:00,1819.02,Дебетовая карта,карта,0
user_118,2024-02-08 10:04:00,2434.55,Инвестиции,карта,0
user_782,2023-04-09 10:12:00,72457.1,Инвестиции,карта,0
user_1492,2024-03-07 16:05:00,1730.33,Инвестиции,карта,0
user_1090,2023-11-19 20:50:00,4867.79,Страхование,карта,0
user_980,2024-01-25 19:45:00,2265.95,Кредит,криптовалюта,0
user_274,2024-02-03 18:40:00,4631.05,Кредит,карта,1
user_1142,2023-04-01 19:05:00,1415.59,Страхование,криптовалюта,0
user_186,2023-05-06 17:43:00,4953.41,Дебетовая карта,карта,0
user_638,2024-02-06 09:47:00,1410.59,Дебетовая карта,Google Pay,0
user_479,2023-02-26 16:13:00,4758.62,Ипотека,карта,0
user_1314,2023-09-16 10:02:00,2619.06,Страхование,карта,0
user_946,2024-03-15 15:27:00,747.83,Кредит,Google Pay,0
user_851,2023-06-28 19:46:00,1572.6,Страхование,карта,0
user_1694,2023-08-05 10:41:00,4215.1,Страхование,карта,0
user_780,2023-04-03 12:39:00,1105.38,Ипотека,карта,0
user_1527,2024-03-08 11:02:00,60832.92,Вклад,Apple Pay,0
user_1777,2023-07-13 17:39:00,753.21,Кредит,Apple Pay,0
user_321,2024-03-08 11:47:00,747.63,Страхование,карта,0
user_1490,2023-12-19 18:54:00,1913.71,Вклад,банковский перевод,0
user_143,2023-05-17 12:27:00,2951.45,Дебетовая карта,карта,0
user_1283,2023-06-09 10:19:00,4728.69,Страхование,Google Pay,0
user_452,2023-06-21 18:00:00,3671.12,Дебетовая карта,Google Pay,0
user_512,2023-12-08 18:07:00,3360.1,Ипотека,карта,0
user_1705,2024-03-09 17:42:00,3134.92,Ипотека,Apple Pay,0
user_374,2023-12-15 18:24:00,1274.59,Кредит,Apple Pay,0
user_1032,2023-08-22 16:11:00,4696.56,Дебетовая карта,Apple Pay,0
user_1563,2023-01-28 17:14:00,1481.43,Кредит,Google Pay,0
user_1614,2023-05-17 10:27:00,73370.73,Дебетовая карта,Apple Pay,1
user_410,2023-09-16 19:29:00,4405.78,Кредит,Google Pay,0
user_740,2023-06-19 18:17:00,1007.09,Дебетовая карта,карта,0
user_1124,2023-01-06 09:50:00,1500.9,Кредит,Apple Pay,0
user_1181,2023-11-16 11:12:00,1330.99,Страхование,карта,0
user_328,2024-01-16 16:28:00,15797.32,Кредит,криптовалюта,0
user_1190,2023-06-16 13:47:00,3566.72,Кредит,криптовалюта,0
user_3,2023-03-31 19:14:00,1302.98,Кредит,карта,0
user_1254,2023-04-18 13:47:00,985.05,Дебетовая карта,Google Pay,0
user_1472,2023-01-03 10:22:00,1143.43,Кредит,Apple Pay,0
user_941,2023-03-06 13:25:00,4249.36,Инвестиции,Google Pay,0
user_491,2023-10-09 12:32:00,1595.88,Дебетовая карта,карта,0
user_479,2024-03-25 14:48:00,1069.28,Ипотека,Google Pay,0
user_1381,2023-05-05 19:34:00,4696.84,Кредит,карта,0
user_857,2023-03-03 19:42:00,2160.47,Кредит,криптовалюта,0
user_1858,2023-06-05 16:56:00,4040.45,Инвестиции,карта,0
user_1950,2023-02-15 09:47:00,4387.27,Дебетовая карта,карта,0
user_869,2023-05-12 19:46:00,2182.3,Кредит,Google Pay,0
user_545,2024-02-20 18:56:00,5206.53,Кредит,карта,0
user_1625,2023-10-09 10:12:00,1227.29,Инвестиции,карта,0
user_1450,2024-02-06 12:56:00,583.11,Кредит,Apple Pay,0
user_329,2024-02-02 17:08:00,1602.9,Дебетовая карта,карта,0
user_1890,2023-03-25 17:24:00,1744.45,Инвестиции,карта,0
user_401,2023-07-02 10:27:00,2982.31,Вклад,Apple Pay,0
user_1133,2023-01-02 10:55:00,2323.25,Страхование,карта,0
user_374,2023-12-10 20:54:00,5797.11,Дебетовая карта,карта,0
user_979,2024-02-23 13:15:00,6972.47,Вклад,карта,0
user_1250,2023-11-08 16:25:00,2676.93,Вклад,карта,0
user_242,2023-08-16 11:29:00,5173.17,Кредит,Apple Pay,0
user_519,2024-03-14 14:31:00,74641.28,Вклад,карта,0
user_1507,2024-03-04 19:47:00,2771.81,Ипотека,криптовалюта,0
user_1912,2023-01-03 19:04:00,1690.03,Дебетовая карта,карта,0
user_1823,2023-01-16 13:24:00,4502.08,Дебетовая карта,криптовалюта,0
user_1504,2023-02-24 16:55:00,5258.8,Дебетовая карта,карта,0
user_1962,2023-10-27 20:53:00,5908.93,Вклад,Apple Pay,0
user_330,2024-01-07 11:38:00,742.15,Вклад,Apple Pay,0
user_404,2023-02-10 18:53:00,2206.03,Дебетовая карта,карта,0
user_812,2023-02-24 15:07:00,1922.83,Кредит,карта,1
user_1841,2023-09-03 14:53:00,4085.16,Кредит,Apple Pay,0
user_1598,2023-05-04 17:39:00,2198.64,Дебетовая карта,карта,0
user_741,2023-11-29 20:11:00,7632.5,Страхование,карта,0
user_33,2023-01-07 16:07:00,5938.5,Дебетовая карта,Google Pay,0
user_1239,2023-07-24 15:36:00,525.1,Дебетовая карта,Google Pay,0
user_618,2023-01-06 15:46:00,3160.0,Дебетовая карта,Apple Pay,0
user_448,2023-01-12 13:20:00,1960.85,Дебетовая карта,Google Pay,0
user_429,2023-06-04 14:08:00,1307.57,Страхование,Google Pay,0
user_497,2023-08-16 09:05:00,4115.42,Вклад,Apple Pay,0
user_639,2023-09-02 19:42:00,1757.75,Страхование,Apple Pay,0
user_1238,2023-06-02 13:29:00,1862.36,Кредит,карта,0
user_328,2023-01-16 16:08:00,1977.51,Страхование,карта,0
user_970,2023-11-24 13:22:00,4083.05,Кредит,Apple Pay,0
user_1843,2023-07-20 10:14:00,77730.72,Кредит,Apple Pay,0
user_1929,2023-04-05 19:09:00,627.52,Вклад,карта,0
user_1660,2023-02-28 11:25:00,4180.83,Кредит,Apple Pay,0
user_529,2023-10-02 14:32:00,3038.98,Кредит,карта,0
user_293,2023-08-24 11:00:00,858.12,Кредит,Google Pay,0
user_1757,2023-11-07 20:03:00,1416.0,Вклад,карта,0
user_808,2024-02-22 19:47:00,2207.28,Кредит,Apple Pay,0
user_921,2023-09-15 13:35:00,4271.7,Инвестиции,банковский перевод,0
user_853,2023-01-06 12:23:00,1169.59,Дебетовая карта,Apple Pay,0
user_270,2023-08-21 12:25:00,7635.26,Дебетовая карта,Apple Pay,0
user_1443,2023-11-26 20:49:00,1141.6,Дебетовая карта,карта,0
user_479,2023-02-04 16:27:00,1039.27,Страхование,карта,0
user_467,2023-08-26 18:19:00,45555.25,Вклад,криптовалюта,1
user_1512,2023-09-05 19:33:00,6196.07,Кредит,криптовалюта,0
user_1426,2023-09-10 19:01:00,1187.28,Страхование,Google Pay,0
user_1654,2023-06-20 14:00:00,2750.9,Дебетовая карта,банковский перевод,0
user_1413,2023-08-04 20:47:00,4200.3,Ипотека,карта,0
user_80,2023-01-16 19:47:00,555.97,Дебетовая карта,Google Pay,1
user_835,2024-02-04 10:53:00,2115.96,Кредит,карта,0
user_821,2023-01-10 09:21:00,3820.2,Страхование,Apple Pay,0
user_643,2024-01-07 19:38:00,8724.44,Кредит,Google Pay,0
user_989,2023-01-17 19:15:00,3199.62,Страхование,Apple Pay,0
user_995,2023-12-05 12:33:00,927.58,Дебетовая карта,карта,0
user_1231,2023-02-13 20:05:00,514.38,Кредит,криптовалюта,0
user_1920,2024-03-10 19:09:00,853.96,Кредит,Apple Pay,0
user_1302,2023-11-13 13:18:00,4294.85,Кредит,криптовалюта,0
user_1866,2023-05-29 11:57:00,2621.5,Кредит,карта,0
user_1662,2023-01-20 13:21:00,2273.04,Дебетовая карта,карта,0
user_1469,2023-07-10 12:39:00,5014.18,Страхование,криптовалюта,0
user_547,2024-02-22 17:13:00,2349.18,Кредит,Google Pay,0
user_1156,2024-03-29 13:18:00,709.56,Кредит,карта,0
user_224,2023-11-07 20:19:00,2184.98,Инвестиции,карта,0
user_1848,2023-04-02 18:28:00,6398.32,Кредит,карта,0
user_373,2023-11-27 14:02:00,785.85,Инвестиции,криптовалюта,1
user_478,2023-06-14 19:56:00,19941.08,Кредит,карта,0
user_1874,2023-06-15 17:05:00,5141.4,Инвестиции,карта,0
user_244,2023-04-09 17:02:00,971.44,Страхование,карта,0
user_1094,2023-12-06 20:04:00,861.53,Кредит,карта,0
user_1150,2023-09-22 13:38:00,4702.36,Дебетовая карта,карта,1
user_439,2024-02-12 09:40:00,10572.19,Дебетовая карта,банковский перевод,0
user_780,2023-03-25 15:26:00,515.6,Кредит,банковский перевод,0
user_1572,2023-08-18 18:36:00,2802.02,Дебетовая карта,карта,0
user_1424,2023-06-07 16:35:00,2118.82,Вклад,криптовалюта,0
user_1175,2023-02-01 16:20:00,33975.75,Страхование,Google Pay,0
user_1088,2023-03-08 15:30:00,1125.15,Кредит,Google Pay,0
user_735,2023-11-29 14:44:00,811.1,Страхование,карта,0
user_1248,2023-05-09 16:57:00,1553.04,Кредит,Google Pay,0
user_37,2023-09-24 17:22:00,5149.22,Кредит,банковский перевод,0
user_141,2023-11-04 19:52:00,741.09,Кредит,Google Pay,0
user_1566,2024-02-21 12:50:00,6724.2,Дебетовая карта,Apple Pay,0
user_349,2023-06-08 19:00:00,3098.71,Кредит,карта,0
user_1435,2024-02-18 11:12:00,653.69,Кредит,карта,0
user_33,2023-09-12 15:09:00,3819.93,Дебетовая карта,Apple Pay,0
user_525,2023-09-01 18:29:00,1472.34,Ипотека,карта,0
user_1877,2023-09-22 19:10:00,72060.77,Вклад,карта,1
user_532,2023-05-28 19:09:00,2821.7,Ипотека,Google Pay,0
user_1966,2023-04-26 12:49:00,2618.66,Кредит,криптовалюта,0
user_543,2023-03-07 13:24:00,9168.06,Инвестиции,Google Pay,0
user_1273,2023-02-06 10:22:00,4012.68,Кредит,Apple Pay,0
user_1341,2023-02-09 20:27:00,2164.35,Кредит,карта,0
user_1268,2023-01-04 16:45:00,90678.45,Кредит,Apple Pay,0
user_589,2023-10-04 15:05:00,1403.55,Дебетовая карта,Google Pay,0
user_1518,2023-11-29 20:21:00,564.58,Кредит,карта,0
user_621,2023-02-25 11:39:00,4862.47,Страхование,криптовалюта,0
user_1629,2023-10-20 19:24:00,1462.03,Страхование,карта,0
user_754,2024-02-07 12:30:00,3325.65,Кредит,Apple Pay,0
user_1674,2023-10-27 12:22:00,2148.34,Страхование,Google Pay,0
user_1961,2024-01-12 15:36:00,3968.48,Кредит,криптовалюта,0
user_1510,2023-10-11 18:58:00,1644.08,Кредит,карта,0
user_921,2023-07-01 13:54:00,5503.73,Кредит,карта,0
user_846,2023-08-07 20:52:00,2003.23,Кредит,криптовалюта,0
user_755,2023-12-02 17:56:00,655.59,Кредит,карта,0
user_703,2023-05-05 14:32:00,1388.14,Кредит,карта,0
user_941,2023-03-30 15:39:00,2269.62,Дебетовая карта,карта,0
user_972,2023-08-17 16:06:00,5602.73,Инвестиции,Apple Pay,0
user_1439,2023-08-12 20:15:00,1934.08,Инвестиции,Google Pay,0
user_1780,2023-07-27 16:37:00,614.64,Ипотека,карта,0
user_1768,2023-03-24 10:45:00,2105.61,Кредит,Apple Pay,0
user_1209,2023-08-31 19:59:00,2447.17,Кредит,Apple Pay,0
user_1982,2023-03-17 13:49:00,2131.18,Вклад,Apple Pay,0
user_1788,2023-05-14 11:09:00,13756.61,Вклад,карта,0
user_973,2023-08-16 13:55:00,1729.65,Кредит,Google Pay,0
user_825,2024-03-15 09:54:00,4048.05,Страхование,Google Pay,0
user_921,2023-02-10 17:57:00,3571.7,Ипотека,карта,0
user_47,2023-06-07 10:03:00,1460.41,Дебетовая карта,Google Pay,0
user_661,2023-06-05 20:27:00,648.86,Ипотека,Apple Pay,0
user_766,2023-07-10 09:39:00,3306.77,Кредит,карта,0
user_1559,2023-03-27 17:49:00,3778.92,Дебетовая карта,Google Pay,0
user_526,2023-12-19 15:39:00,3113.15,Кредит,карта,0
user_1312,2023-06-29 17:40:00,2527.02,Вклад,карта,0
user_645,2023-03-27 12:46:00,5094.16,Кредит,криптовалюта,0
user_727,2023-07-19 11:59:00,1743.42,Дебетовая карта,карта,0
user_138,2024-01-30 18:25:00,1170.91,Кредит,криптовалюта,1
user_1038,2023-09-10 20:31:00,1987.51,Дебетовая карта,Apple Pay,0
user_195,2024-01-11 19:48:00,6186.49,Вклад,карта,0
user_412,2023-10-01 13:20:00,2852.8,Дебетовая карта,карта,0
user_1004,2024-01-05 14:14:00,982.24,Дебетовая карта,карта,0
user_1388,2023-03-25 16:57:00,991.27,Ипотека,Google Pay,0
user_809,2023-06-22 16:18:00,2483.87,Инвестиции,карта,0
user_505,2023-07-01 13:21:00,1848.04,Ипотека,Apple Pay,0
user_1795,2024-01-21 19:16:00,808.26,Кредит,криптовалюта,0
user_700,2023-06-13 09:45:00,3225.47,Дебетовая карта,криптовалюта,0
user_642,2023-11-19 19:33:00,5237.94,Страхование,Google Pay,1
user_137,2024-02-18 10:22:00,1244.43,Ипотека,Apple Pay,0
user_704,2023-07-23 18:13:00,2464.6,Кредит,карта,0
user_440,2023-05-29 10:56:00,611.91,Ипотека,карта,0
user_708,2023-07-26 09:14:00,1233.69,Дебетовая карта,карта,0
user_390,2023-09-17 14:30:00,14252.23,Страхование,банковский перевод,0
user_394,2023-01-29 19:49:00,3944.72,Дебетовая карта,Google Pay,0
user_1471,2023-04-09 13:05:00,796.37,Кредит,карта,0
user_949,2023-02-28 19:06:00,4337.14,Кредит,карта,0
user_1389,2023-06-09 20:19:00,3265.44,Кредит,карта,0
user_1154,2023-11-09 10:52:00,2266.41,Вклад,карта,0
user_1077,2024-02-23 19:37:00,2105.38,Вклад,карта,0
user_933,2024-03-18 17:22:00,1771.61,Дебетовая карта,Google Pay,0
user_775,2024-02-13 12:50:00,731.09,Вклад,Apple Pay,0
user_525,2024-02-28 14:13:00,4856.77,Дебетовая карта,Apple Pay,0
user_1779,2023-03-14 15:40:00,2963.17,Кредит,карта,0
user_819,2023-09-26 16:01:00,1267.07,Кредит,карта,0
user_1769,2023-01-22 12:53:00,580.55,Дебетовая карта,карта,0
user_1537,2023-08-18 13:39:00,598.09,Дебетовая карта,карта,0
user_1206,2023-07-15 10:30:00,643.02,Ипотека,карта,0
user_1686,2023-11-14 19:22:00,1818.26,Ипотека,Apple Pay,0
user_1316,2023-03-19 19:22:00,3971.47,Дебетовая карта,Apple Pay,1
user_1632,2023-03-13 15:03:00,1341.95,Кредит,Apple Pay,0
user_1593,2024-03-27 18:26:00,3589.4,Страхование,криптовалюта,1
user_1292,2023-09-06 13:28:00,512.31,Кредит,банковский перевод,0
user_1446,2024-03-01 17:39:00,1497.99,Дебетовая карта,Google Pay,0
user_1636,2024-03-20 10:54:00,7474.01,Ипотека,карта,0
user_450,2023-03-21 12:38:00,2227.6,Инвестиции,карта,0
user_1754,2023-03-04 14:20:00,1904.48,Ипотека,Google Pay,0
user_1007,2023-01-05 11:26:00,5840.86,Кредит,криптовалюта,0
user_245,2023-02-08 20:25:00,1159.9,Дебетовая карта,криптовалюта,0
user_304,2023-12-07 11:33:00,681.17,Страхование,Apple Pay,0
user_1501,2023-02-21 11:41:00,2974.56,Кредит,Google Pay,0
user_1619,2023-06-02 20:59:00,3701.96,Страхование,карта,0
user_1309,2023-03-01 16:46:00,2486.23,Дебетовая карта,карта,0
user_1308,2023-05-06 19:44:00,1260.88,Инвестиции,карта,0
user_1732,2023-05-28 10:26:00,2659.42,Дебетовая карта,карта,0
user_1959,2023-06-18 15:13:00,2824.73,Кредит,Google Pay,0
user_1664,2023-05-22 19:50:00,1867.11,Ипотека,карта,0
user_274,2023-12-01 13:29:00,712.99,Страхование,Google Pay,0
user_1605,2023-05-14 13:31:00,5677.49,Дебетовая карта,Google Pay,0
user_1021,2024-01-26 18:11:00,7112.45,Ипотека,криптовалюта,0
user_1598,2024-03-06 09:02:00,6476.74,Вклад,банковский перевод,0
user_1449,2024-01-23 12:51:00,2657.94,Вклад,Google Pay,0
user_1356,2023-02-01 11:49:00,1052.01,Дебетовая карта,Apple Pay,0
user_1735,2023-03-30 15:43:00,2413.42,Инвестиции,Google Pay,1
user_303,2023-06-08 10:49:00,1167.32,Вклад,карта,0
user_1707,2023-10-10 19:42:00,3285.28,Вклад,Google Pay,0
user_695,2023-12-05 16:40:00,1213.71,Ипотека,криптовалюта,0
user_404,2023-07-14 20:48:00,4176.16,Кредит,карта,0
user_1441,2023-04-21 20:14:00,1275.25,Страхование,карта,0
user_1965,2023-11-18 20:25:00,1117.34,Инвестиции,карта,0
user_176,2023-03-26 20:47:00,1805.88,Кредит,карта,0
user_1963,2023-07-24 20:06:00,2508.59,Страхование,Apple Pay,0
user_686,2023-08-28 11:11:00,6164.03,Инвестиции,Google Pay,0
user_1939,2023-06-08 15:10:00,1223.58,Дебетовая карта,карта,0
user_99,2023-08-25 18:08:00,5993.9,Кредит,карта,0
user_1228,2023-01-07 17:24:00,3320.22,Кредит,Apple Pay,0
user_1069,2023-03-28 19:25:00,2893.56,Кредит,криптовалюта,0
user_1664,2023-02-23 12:34:00,4420.45,Дебетовая карта,карта,0
user_944,2023-05-13 20:37:00,1230.44,Вклад,Apple Pay,0
user_153,2023-02-02 13:20:00,1543.09,Вклад,карта,0
user_368,2023-03-08 09:06:00,556.2,Дебетовая карта,карта,0
user_511,2023-11-07 11:25:00,3766.88,Дебетовая карта,карта,0
user_1743,2023-03-06 20:59:00,756.01,Вклад,карта,0
