transaction_date,customer_id,amount,product_id,payment_method,is_anomaly
2023-08-10 15:40:00,user_618,311.0,prod_39,карта,0
2023-08-08 03:32:00,user_133,576.0,prod_48,карта,0
2023-12-02 15:19:00,user_434,1086.0,prod_47,карта,0
2023-07-13 02:16:00,user_341,800.0,prod_37,карта,0
2023-07-06 00:47:00,user_314,503.0,prod_33,Apple Pay,0
2023-03-22 13:29:00,user_591,325.0,prod_20,криптовалюта,0
2023-04-07 05:44:00,user_212,327.0,prod_22,криптовалюта,0
2023-04-20 21:07:00,user_520,1158.0,prod_41,карта,0
2023-12-08 01:20:00,user_159,120.0,prod_21,Google Pay,0
2023-12-11 00:27:00,user_268,2311.0,prod_37,карта,0
2024-01-11 15:18:00,user_661,646.0,prod_27,карта,0
2023-03-04 02:48:00,user_862,671.0,prod_38,другое,0
2023-03-17 11:27:00,user_958,119.0,prod_35,карта,0
2023-08-05 13:52:00,user_603,565.0,prod_38,карта,0
2023-03-06 02:59:00,user_748,432.0,prod_40,другое,0
2023-10-19 04:23:00,user_474,156.0,prod_6,карта,0
2024-02-12 16:45:00,user_801,263.0,prod_32,Google Pay,0
2023-08-28 02:59:00,user_410,1205.0,prod_16,криптовалюта,0
2023-06-24 20:31:00,user_474,499.0,prod_28,карта,0
2023-08-08 02:17:00,user_356,367.0,prod_16,карта,0
2023-12-06 09:30:00,user_680,138.0,prod_27,карта,0
2023-04-23 02:39:00,user_193,726.0,prod_3,карта,0
2023-08-21 23:49:00,user_699,707.0,prod_49,карта,0
2023-12-13 14:21:00,user_271,576.0,prod_21,Google Pay,0
2023-07-29 01:26:00,user_114,457.0,prod_38,карта,0
2023-11-28 07:32:00,user_897,384.0,prod_38,карта,0
2023-12-24 21:47:00,user_523,550.0,prod_30,карта,0
2023-04-08 09:54:00,user_55,233.0,prod_22,карта,0
2023-03-26 02:49:00,user_770,1517.0,prod_19,криптовалюта,0
2023-03-13 06:56:00,user_65,544.0,prod_31,карта,0
2023-04-05 12:19:00,user_991,286.0,prod_20,Google Pay,0
2024-01-15 07:45:00,user_684,35570.5,prod_47,карта,1
2023-07-20 11:50:00,user_272,919.0,prod_19,карта,0
2023-07-21 01:01:00,user_502,188.0,prod_2,карта,0
2023-12-13 22:21:00,user_662,273.0,prod_40,карта,0
2023-04-20 21:57:00,user_362,669.0,prod_39,Apple Pay,0
2023-04-27 21:48:00,user_146,290.0,prod_27,карта,0
2023-08-27 09:05:00,user_943,886.0,prod_8,криптовалюта,0
2023-11-26 21:42:00,user_209,170.0,prod_45,карта,0
2023-06-09 00:07:00,user_286,819.0,prod_27,криптовалюта,0
2023-04-22 11:43:00,user_10,135.0,prod_15,карта,0
2023-03-05 06:03:00,user_739,106.0,prod_12,карта,0
2023-11-17 12:31:00,user_186,1242.0,prod_47,карта,0
2024-02-13 14:34:00,user_574,535.0,prod_14,карта,0
2024-01-05 07:51:00,user_597,317.0,prod_7,криптовалюта,0
2023-07-22 12:49:00,user_464,232.0,prod_17,карта,0
2023-07-02 09:29:00,user_134,580.0,prod_26,карта,0
2023-07-25 16:55:00,user_835,456.0,prod_37,карта,0
2024-01-13 18:27:00,user_809,2490.0,prod_20,карта,0
2023-04-27 22:25:00,user_171,2144.0,prod_10,Google Pay,0
2023-10-15 20:22:00,user_213,604.0,prod_19,Apple Pay,0
2023-07-05 08:11:00,user_973,392.0,prod_18,Apple Pay,0
2023-07-07 00:46:00,user_530,438.0,prod_30,карта,0
2023-12-15 21:47:00,user_826,674.0,prod_30,криптовалюта,0
2023-05-28 07:44:00,user_502,154.0,prod_25,Apple Pay,0
2023-11-27 06:04:00,user_572,299.0,prod_24,карта,0
2023-12-03 22:02:00,user_600,139.0,prod_10,карта,0
2023-05-15 15:50:00,user_27,138.0,prod_2,криптовалюта,0
2023-05-25 13:27:00,user_68,209.0,prod_38,карта,0
2023-05-08 14:48:00,user_790,432.0,prod_32,Apple Pay,0
2023-06-02 13:51:00,user_408,868.0,prod_35,карта,0
2023-09-20 15:25:00,user_552,29524.22,prod_37,карта,1
2024-02-04 06:35:00,user_109,304.0,prod_7,Apple Pay,0
2023-12-14 04:22:00,user_74,143.0,prod_7,Apple Pay,0
2023-11-05 09:53:00,user_578,500.0,prod_27,карта,0
2024-01-19 03:33:00,user_680,258.0,prod_10,Apple Pay,0
2023-08-27 09:57:00,user_262,577.0,prod_33,карта,0
2023-07-25 00:55:00,user_368,1990.0,prod_43,Google Pay,0
2024-01-19 12:03:00,user_786,159.0,prod_7,криптовалюта,0
2023-03-16 23:15:00,user_849,219.0,prod_6,криптовалюта,0
2023-11-02 01:48:00,user_870,420.0,prod_6,карта,0
2023-08-07 19:23:00,user_237,1831.0,prod_13,карта,0
2023-08-25 02:59:00,user_727,839.0,prod_48,Google Pay,0
2023-04-02 00:50:00,user_366,1243.0,prod_13,карта,0
2023-06-09 11:02:00,user_286,13949.87,prod_2,карта,1
2023-05-04 00:39:00,user_378,2517.0,prod_19,криптовалюта,0
2024-01-24 10:43:00,user_661,154.0,prod_19,карта,0
2023-12-10 12:11:00,user_830,37101.65,prod_50,карта,1
2023-06-03 13:01:00,user_906,1068.0,prod_38,карта,0
2023-11-08 18:49:00,user_376,1410.0,prod_2,карта,0
2023-04-04 22:16:00,user_619,147.0,prod_26,карта,0
2023-05-29 07:28:00,user_653,160.0,prod_6,криптовалюта,0
2023-05-29 01:50:00,user_76,32514.4,prod_20,карта,1
2023-06-13 06:03:00,user_9,155.0,prod_23,карта,0
2024-01-08 20:49:00,user_196,217.0,prod_15,Google Pay,0
2023-05-14 23:35:00,user_807,1855.0,prod_6,Apple Pay,0
2023-10-03 20:56:00,user_792,651.0,prod_28,Apple Pay,0
2023-08-11 09:36:00,user_893,854.0,prod_35,карта,0
2023-09-08 02:48:00,user_630,848.0,prod_11,Google Pay,0
2023-06-07 15:35:00,user_290,483.0,prod_8,карта,0
2023-06-04 23:22:00,user_999,898.0,prod_50,карта,0
2023-09-06 04:11:00,user_61,553.0,prod_49,карта,0
2023-08-30 12:22:00,user_937,289.0,prod_24,карта,0
2023-10-03 02:40:00,user_389,512.0,prod_21,карта,0
2023-12-11 16:48:00,user_847,481.0,prod_49,Apple Pay,0
2023-05-01 19:47:00,user_818,967.0,prod_36,карта,0
2023-10-03 21:12:00,user_900,2101.0,prod_7,Apple Pay,0
2023-09-03 18:48:00,user_563,365.0,prod_5,карта,0
2023-06-08 11:40:00,user_564,821.0,prod_29,карта,0
2023-05-15 08:06:00,user_634,44522.7,prod_16,карта,1
2023-12-09 13:30:00,user_679,850.0,prod_6,криптовалюта,0
2023-04-21 18:57:00,user_8,332.0,prod_14,криптовалюта,0
2023-07-22 20:04:00,user_369,120.0,prod_2,другое,0
2023-06-07 11:24:00,user_45,326.0,prod_25,Apple Pay,0
2023-04-22 22:15:00,user_344,572.0,prod_31,Apple Pay,0
2023-04-26 06:44:00,user_757,163.0,prod_50,Apple Pay,0
2023-08-28 09:57:00,user_796,34367.35,prod_50,Apple Pay,1
2023-10-09 04:34:00,user_375,140.0,prod_13,карта,0
2023-10-01 10:10:00,user_619,1430.0,prod_18,карта,0
2023-07-24 14:11:00,user_27,714.0,prod_17,карта,0
2023-03-09 09:57:00,user_193,300.0,prod_45,карта,0
2023-11-08 05:06:00,user_930,348.0,prod_28,карта,0
2023-08-21 12:39:00,user_849,775.0,prod_12,карта,0
2023-08-17 08:49:00,user_357,560.0,prod_35,карта,0
2023-12-08 01:04:00,user_62,657.0,prod_22,карта,0
2023-03-29 04:37:00,user_62,346.0,prod_39,другое,0
2024-02-02 07:47:00,user_422,435.0,prod_1,карта,0
2024-02-28 00:21:00,user_794,2396.0,prod_37,карта,0
2023-07-23 06:24:00,user_633,220.0,prod_21,криптовалюта,0
2023-12-26 03:35:00,user_792,371.0,prod_1,карта,0
2023-05-09 18:43:00,user_551,273.0,prod_4,карта,0
2023-08-29 06:26:00,user_380,824.0,prod_32,карта,0
2023-09-18 18:38:00,user_277,822.0,prod_1,карта,0
2023-07-04 02:44:00,user_606,273.0,prod_13,карта,0
2023-07-19 17:27:00,user_431,142.0,prod_46,карта,0
2023-07-04 19:27:00,user_115,106.0,prod_47,карта,0
2024-01-11 08:38:00,user_688,379.0,prod_17,Google Pay,0
2023-03-01 02:12:00,user_121,364.0,prod_12,карта,0
2024-02-11 16:24:00,user_525,2328.0,prod_7,Apple Pay,0
2024-01-06 00:37:00,user_997,417.0,prod_3,карта,0
2023-06-25 05:57:00,user_899,32957.85,prod_50,карта,1
2023-04-13 12:31:00,user_416,1209.0,prod_26,Google Pay,0
2023-08-20 14:20:00,user_163,438.0,prod_31,карта,0
2023-05-19 21:20:00,user_787,557.0,prod_36,криптовалюта,0
2023-09-19 04:35:00,user_910,150.0,prod_26,карта,0
2023-10-13 18:19:00,user_688,341.0,prod_3,Google Pay,0
2023-04-16 08:48:00,user_982,1543.0,prod_44,карта,0
2023-03-14 14:30:00,user_337,545.0,prod_28,карта,0
2023-03-01 20:53:00,user_379,311.0,prod_44,Google Pay,0
2023-11-14 15:22:00,user_324,591.0,prod_17,Google Pay,0
2023-03-12 09:31:00,user_173,1306.0,prod_38,карта,0
2023-11-27 07:37:00,user_1000,260.0,prod_47,другое,0
2023-08-03 20:07:00,user_787,452.0,prod_30,карта,0
2023-06-30 03:25:00,user_64,1693.0,prod_2,карта,0
2023-07-14 17:27:00,user_101,195.0,prod_8,карта,0
2023-10-06 04:40:00,user_322,736.0,prod_14,Apple Pay,0
2023-10-14 21:16:00,user_975,577.0,prod_37,другое,0
2023-09-17 00:52:00,user_66,669.0,prod_35,карта,0
2023-09-28 12:27:00,user_843,316.0,prod_42,карта,0
2023-10-26 12:45:00,user_557,288.0,prod_39,Apple Pay,0
2023-04-04 05:17:00,user_599,676.0,prod_11,карта,0
2023-11-11 04:46:00,user_458,221.0,prod_15,карта,0
2023-03-10 23:29:00,user_579,372.0,prod_2,карта,0
2023-10-28 12:04:00,user_453,204.0,prod_37,карта,0
2023-06-27 23:32:00,user_259,104.0,prod_43,карта,0
2023-05-04 17:31:00,user_934,1854.0,prod_32,карта,0
2023-10-25 16:10:00,user_717,383.0,prod_40,Apple Pay,0
2024-02-04 21:58:00,user_426,1843.0,prod_13,Apple Pay,0
2023-12-08 16:12:00,user_979,27630.07,prod_43,карта,1
2023-06-06 08:34:00,user_936,28511.48,prod_17,карта,1
2024-01-05 05:27:00,user_178,212.0,prod_15,карта,0
2023-09-13 04:37:00,user_931,881.0,prod_33,карта,0
2023-11-14 20:22:00,user_280,866.0,prod_16,Apple Pay,0
2023-04-22 04:09:00,user_344,160.0,prod_13,другое,0
2023-05-22 16:20:00,user_17,1316.0,prod_22,Apple Pay,0
2023-05-17 08:45:00,user_296,208.0,prod_23,Apple Pay,0
2023-03-01 18:44:00,user_202,575.0,prod_36,карта,0
2023-09-21 03:00:00,user_962,2221.0,prod_43,карта,0
2023-12-13 01:27:00,user_684,1170.0,prod_50,криптовалюта,0
2023-06-03 07:38:00,user_919,1668.0,prod_50,другое,0
2023-08-01 01:53:00,user_774,310.0,prod_10,карта,0
2023-06-26 02:58:00,user_194,156.0,prod_17,карта,0
2023-12-31 11:00:00,user_149,204.0,prod_30,Google Pay,0
2023-04-23 11:04:00,user_375,447.0,prod_13,карта,0
2023-10-08 16:47:00,user_888,888.0,prod_30,Google Pay,0
2023-11-10 14:22:00,user_35,181.0,prod_46,Google Pay,0
2023-09-23 04:20:00,user_369,639.0,prod_30,карта,0
2023-05-05 10:50:00,user_29,295.0,prod_7,другое,0
2023-06-11 05:59:00,user_775,309.0,prod_10,другое,0
2023-10-12 05:49:00,user_221,642.0,prod_35,криптовалюта,0
2023-06-06 17:29:00,user_53,415.0,prod_2,карта,0
2024-01-29 18:33:00,user_933,936.0,prod_30,карта,0
2024-01-02 05:32:00,user_791,185.0,prod_19,карта,0
2024-01-29 22:41:00,user_353,880.0,prod_39,карта,0
2023-04-20 16:04:00,user_392,133.0,prod_37,карта,0
2023-12-10 03:09:00,user_76,208.0,prod_3,карта,0
2023-08-31 16:09:00,user_494,634.0,prod_25,Apple Pay,0
2023-11-28 19:23:00,user_688,1065.0,prod_34,карта,0
2023-05-08 01:05:00,user_522,246.0,prod_22,карта,0
2023-04-22 01:12:00,user_975,298.0,prod_38,карта,0
2023-07-04 10:42:00,user_117,485.0,prod_14,Apple Pay,0
2023-10-26 10:50:00,user_280,219.0,prod_39,Apple Pay,0
2023-06-19 22:54:00,user_730,933.0,prod_2,карта,0
2024-01-30 10:53:00,user_175,843.0,prod_32,другое,0
2023-03-08 03:39:00,user_746,178.0,prod_43,карта,0
2023-08-31 02:31:00,user_949,412.0,prod_3,карта,0
2023-09-11 17:57:00,user_764,845.0,prod_41,Google Pay,0
2023-04-20 18:20:00,user_295,306.0,prod_8,Google Pay,0
2023-03-05 17:27:00,user_451,601.0,prod_26,карта,0
2023-08-17 21:20:00,user_834,126.0,prod_32,криптовалюта,0
2024-01-20 00:04:00,user_518,569.0,prod_11,криптовалюта,0
2023-10-19 11:25:00,user_21,183.0,prod_50,карта,0
2023-04-15 01:48:00,user_73,988.0,prod_1,карта,0
2023-05-17 12:26:00,user_842,320.0,prod_15,карта,0
2023-05-12 14:56:00,user_36,265.0,prod_4,карта,0
2023-09-30 14:55:00,user_507,1019.0,prod_4,карта,0
2024-02-13 10:47:00,user_899,126.0,prod_28,Google Pay,0
2023-04-30 16:25:00,user_233,353.0,prod_10,карта,0
2023-12-17 00:07:00,user_728,331.0,prod_11,Apple Pay,0
2023-06-21 02:51:00,user_982,268.0,prod_50,карта,0
2023-09-23 14:55:00,user_497,1314.0,prod_23,карта,0
2023-09-30 13:25:00,user_206,795.0,prod_47,карта,0
2023-03-28 22:13:00,user_426,133.0,prod_3,карта,0
2023-10-02 01:44:00,user_941,727.0,prod_39,карта,0
2023-08-01 13:58:00,user_44,475.0,prod_39,Google Pay,0
2024-01-06 18:06:00,user_91,1256.0,prod_17,Apple Pay,0
2023-03-03 14:22:00,user_929,288.0,prod_22,карта,0
2023-10-24 10:46:00,user_828,527.0,prod_27,Apple Pay,0
2023-11-29 05:34:00,user_470,447.0,prod_16,карта,0
2023-03-15 22:36:00,user_605,436.0,prod_16,карта,0
2023-03-28 09:38:00,user_467,404.0,prod_40,карта,0
2023-11-28 06:21:00,user_851,215.0,prod_3,Apple Pay,0
2023-07-04 11:24:00,user_454,805.0,prod_47,карта,0
2023-07-23 12:19:00,user_595,400.0,prod_33,карта,0
2023-03-25 03:09:00,user_333,1691.0,prod_42,карта,0
2023-05-06 08:44:00,user_507,48175.25,prod_2,криптовалюта,1
2023-07-24 14:35:00,user_794,674.0,prod_39,Apple Pay,0
2023-06-19 21:33:00,user_470,1513.0,prod_46,Google Pay,0
2023-06-19 07:39:00,user_21,645.0,prod_48,Apple Pay,0
2023-10-22 18:41:00,user_228,1125.0,prod_27,карта,0
2023-06-09 05:51:00,user_376,979.0,prod_15,Apple Pay,0
2023-12-07 01:58:00,user_130,323.0,prod_7,Google Pay,0
2024-01-09 12:05:00,user_687,558.0,prod_45,карта,0
2023-10-15 00:52:00,user_620,185.0,prod_42,карта,0
2023-07-28 20:05:00,user_414,483.0,prod_9,карта,0
2023-05-09 22:47:00,user_795,231.0,prod_41,карта,0
2023-03-04 10:29:00,user_71,781.0,prod_6,криптовалюта,0
2023-06-03 23:54:00,user_404,475.0,prod_12,карта,0
2023-07-15 22:02:00,user_562,365.0,prod_30,карта,0
2023-10-29 07:36:00,user_607,257.0,prod_20,криптовалюта,0
2023-04-05 23:30:00,user_791,3422.0,prod_20,карта,0
2023-03-06 01:19:00,user_397,137.0,prod_46,карта,0
2023-10-06 10:03:00,user_337,122.0,prod_27,криптовалюта,0
2024-01-29 05:53:00,user_644,222.0,prod_20,карта,0
2023-06-02 23:37:00,user_505,1871.0,prod_7,Apple Pay,0
2023-05-01 01:14:00,user_910,2037.0,prod_40,карта,0
2023-09-19 07:25:00,user_276,632.0,prod_40,карта,0
2023-08-20 11:04:00,user_892,1161.0,prod_30,карта,0
2024-01-20 21:03:00,user_13,220.0,prod_8,карта,0
2023-11-30 19:32:00,user_3,1889.0,prod_2,другое,0
2023-03-20 16:11:00,user_986,177.0,prod_14,другое,0
2023-04-16 00:25:00,user_986,153.0,prod_10,криптовалюта,0
2023-07-20 05:36:00,user_978,160.0,prod_50,карта,0
2023-07-17 03:12:00,user_224,526.0,prod_18,другое,0
2023-11-14 00:05:00,user_974,859.0,prod_18,Apple Pay,0
2023-08-25 23:09:00,user_175,328.0,prod_16,карта,0
2023-11-16 22:09:00,user_899,2006.0,prod_5,Apple Pay,0
2023-08-19 01:12:00,user_385,385.0,prod_31,карта,0
2023-08-15 01:19:00,user_602,182.0,prod_37,карта,0
2024-01-15 04:08:00,user_920,414.0,prod_20,Google Pay,0
2023-11-28 08:10:00,user_241,668.0,prod_23,Apple Pay,0
2023-04-07 22:34:00,user_547,993.0,prod_32,карта,0
2023-06-02 16:04:00,user_14,407.0,prod_42,карта,0
2024-01-12 11:49:00,user_195,550.0,prod_17,криптовалюта,0
2024-01-28 20:55:00,user_397,15537.84,prod_13,Apple Pay,1
2023-07-15 01:11:00,user_431,619.0,prod_49,карта,0
2023-04-04 00:39:00,user_306,2233.0,prod_50,карта,0
2024-01-14 21:59:00,user_334,125.0,prod_13,карта,0
2024-01-14 07:10:00,user_725,1188.0,prod_17,другое,0
2024-02-24 04:13:00,user_410,513.0,prod_15,карта,0
2024-01-10 02:20:00,user_3,245.0,prod_26,карта,0
2023-08-12 04:18:00,user_691,1649.0,prod_44,карта,0
2023-05-17 03:24:00,user_552,430.0,prod_28,криптовалюта,0
2023-10-23 09:24:00,user_452,302.0,prod_42,Apple Pay,0
2023-12-21 07:38:00,user_676,200.0,prod_45,Apple Pay,0
2023-06-12 13:31:00,user_819,240.0,prod_30,карта,0
2023-08-26 05:32:00,user_747,994.0,prod_43,карта,0
2023-03-23 14:32:00,user_769,576.0,prod_35,криптовалюта,0
2023-07-31 16:32:00,user_872,1322.0,prod_22,криптовалюта,0
2024-01-03 07:39:00,user_495,232.0,prod_10,криптовалюта,0
2023-04-08 18:05:00,user_417,165.0,prod_11,криптовалюта,0
2023-07-12 02:06:00,user_391,103.0,prod_38,Google Pay,0
2023-08-26 07:41:00,user_373,454.0,prod_33,Apple Pay,0
2023-03-15 14:28:00,user_628,3291.0,prod_6,Google Pay,0
2023-12-14 19:29:00,user_52,694.0,prod_37,Apple Pay,0
2023-10-17 03:28:00,user_376,284.0,prod_7,карта,0
2023-04-07 00:36:00,user_395,1147.0,prod_44,карта,0
2023-12-14 03:21:00,user_923,861.0,prod_12,другое,0
2024-01-16 09:04:00,user_142,108.0,prod_7,карта,0
2023-07-01 09:32:00,user_86,27848.75,prod_2,криптовалюта,1
2023-06-26 05:12:00,user_464,279.0,prod_1,карта,0
2023-08-06 14:35:00,user_46,181.0,prod_23,карта,0
2024-02-28 23:51:00,user_844,228.0,prod_25,карта,0
2023-08-31 14:28:00,user_238,416.0,prod_18,карта,0
2023-07-14 04:28:00,user_10,377.0,prod_44,карта,0
2023-04-16 03:11:00,user_664,270.0,prod_7,карта,0
2023-08-20 01:26:00,user_573,195.0,prod_3,Google Pay,0
2023-06-03 18:50:00,user_530,818.0,prod_29,карта,0
2023-12-17 10:26:00,user_598,2408.0,prod_10,карта,0
2023-05-08 19:10:00,user_649,852.0,prod_43,карта,0
2023-11-09 09:39:00,user_913,275.0,prod_5,Apple Pay,0
2023-04-07 05:07:00,user_742,240.0,prod_34,Apple Pay,0
2023-03-23 14:25:00,user_640,223.0,prod_8,Apple Pay,0
2023-12-27 10:11:00,user_616,173.0,prod_14,карта,0
2023-10-04 12:39:00,user_698,501.0,prod_40,карта,0
2023-09-26 00:46:00,user_909,565.0,prod_6,Apple Pay,0
2023-06-12 10:11:00,user_178,711.0,prod_1,Google Pay,0
2024-02-19 15:03:00,user_869,670.0,prod_33,карта,0
2023-07-11 23:36:00,user_6,273.0,prod_40,карта,0
2024-01-22 09:48:00,user_853,300.0,prod_11,карта,0
2023-05-31 08:53:00,user_307,672.0,prod_50,карта,0
2023-04-20 13:39:00,user_548,315.0,prod_24,Apple Pay,0
2023-12-22 21:10:00,user_327,220.0,prod_10,карта,0
2023-11-12 13:36:00,user_356,334.0,prod_44,карта,0
2024-02-09 13:35:00,user_793,259.0,prod_23,карта,0
2023-08-29 22:56:00,user_395,146.0,prod_16,другое,0
2023-03-01 21:54:00,user_300,986.0,prod_37,Google Pay,0
2023-07-27 14:08:00,user_526,1059.0,prod_16,криптовалюта,0
2024-01-03 08:09:00,user_749,224.0,prod_44,карта,0
2024-01-07 20:25:00,user_285,133.0,prod_31,Apple Pay,0
2023-12-16 19:24:00,user_330,771.0,prod_6,карта,0
2023-05-29 10:37:00,user_50,219.0,prod_30,карта,0
